class_order,class_type,new_class_code,new_class_name,old_class_code,old_class_type
7,JOB,6112,채소 및 특용작물 재배원,6112,채소 및 특용작물 재배원
7,JOB,6113,과수작물 재배원,6113,과수작물 재배원
7,JOB,6121,원예작물 재배원,6121,원예작물 재배원
7,JOB,6122,조경원,6122,조경원
7,JOB,6131,낙농업 관련 종사원,6131,낙농업관련 종사원
7,JOB,6132,가축 사육 종사원,6132,가축 사육 종사원
7,JOB,53,통신 및 방문·노점 판매 관련직,53,방문·노점 및 통신판매 관련직
7,JOB,61,농·축산 숙련직,61,농·축산 숙련직
7,JOB,62,임업 숙련직,62,임업 숙련직
7,JOB,9512,육아 도우미,9512,육아 도우미
7,JOB,9521,패스트푸드 준비원,9521,패스트푸드원
7,JOB,9522,주방 보조원,9522,주방 보조원
7,JOB,9531,주유원,9531,주유원
7,JOB,9539,기타 판매 관련 단순 종사원,9539,기타 판매관련 단순 종사원
7,JOB,9910,농림·어업 관련 단순 종사원,9910,농림어업관련 단순 종사원
7,JOB,9921,계기 검침원 및 가스 점검원,9921,계기 검침원 및 가스점검원
7,JOB,9922,자동판매기 관리원,9922,수금원
7,JOB,9923,주차 관리원 및 안내원,9923,주차 관리원 및 안내원
7,JOB,9991,구두 미화원,9991,구두 미화원
7,JOB,9992,세탁원 및 다림질원,9992,세탁원 및 다림질원
7,JOB,9999,기타 서비스 관련 단순 종사원,9999,기타 서비스관련 단순 종사원
7,JOB,A011,영관급 이상 장교,A111,영관급 이상
7,JOB,A012,위관급 장교,A112,위관급
7,JOB,A020,부사관,A120,장기 부사관 및 준위
7,JOB,A090,기타 군인,-,
7,JOB,111,의회 의원·고위 공무원 및 공공단체 임원,111,의회의원·고위공무원 및 공공단체임원
7,JOB,112,기업 고위 임원,112,기업고위임원
7,JOB,121,행정 및 경영 지원 관리자,120,행정 및 경영지원 관리자
7,JOB,122,마케팅 및 광고·홍보 관리자,120,행정 및 경영지원 관리자
7,JOB,131,연구·교육 및 법률 관련 관리자,131,연구·교육 및 법률 관련 관리자
7,JOB,132,보험 및 금융 관리자,132,보험 및 금융 관리자
7,JOB,133,보건 및 사회복지 관련 관리자,133,보건 및 사회복지 관련 관리자
7,JOB,134,문화·예술 관련 관리자,134,문화·예술·디자인 및 영상 관련 관리자
7,JOB,135,정보 통신 관련 관리자,135,정보통신관련 관리자
7,JOB,8544,일반기계 조립원,8544,일반기계 조립원
7,JOB,21117,식품학 연구원,21117,식품학 연구원
7,JOB,21118,축산 및 수의학 연구원,21118,축산 및 수의학 연구원
7,JOB,21119,그 외 생명과학 연구원,21119,그 외 생명과학 연구원
7,JOB,21121,물리학 연구원,21121,물리학 연구원
7,JOB,21122,화학 연구원,21122,화학 연구원
7,JOB,21123,수학 및 통계학 연구원,21124,수학 및 통계학 연구원
7,JOB,21124,지구 및 기상 과학 연구원,21123,천문 및 기상학 연구원
7,JOB,2849,기타 시각 및 공연 예술가,2899,마술사 및 기타 문화· 예술 관련 종사자
7,JOB,2851,제품 디자이너,2851,제품 디자이너
7,JOB,2852,패션 디자이너,2852,패션 디자이너
7,JOB,2853,실내장식 디자이너,2853,실내장식 디자이너
7,JOB,2854,시각 디자이너,2854,시각 디자이너
7,JOB,2855,미디어 콘텐츠 디자이너,2855,웹 및 멀티미디어 디자이너
7,JOB,2861,스포츠 감독 및 코치,2861,경기감독 및 코치
7,JOB,2862,직업 운동선수,2862,직업 운동선수
7,JOB,2862,직업 운동선수,2869,기타 스포츠 및 레크레이션 관련 전문가
7,JOB,2863,경기 심판 및 경기 기록원,2863,경기심판 및 경기기록원
7,JOB,2869,기타 스포츠 및 레크리에이션 관련 전문가,2864,스포츠 및 레크레이션 강사
7,JOB,2869,기타 스포츠 및 레크리에이션 관련 전문가,2869,기타 스포츠 및 레크레이션 관련 전문가
7,JOB,94219,그 외 건물 관리원,94219,그 외 경비원
7,JOB,94220,검표원,94220,검표원
7,JOB,7712,이동전화기 수리원,7619,기타 전기·전자기기 설치 및 수리원
7,JOB,2363,소방공학 시험원,2399,기타 공학관련 기술자 및 시험원
7,JOB,2364,산업 안전 및 위험 관리원,2361,산업안전 및 위험 관리원
7,JOB,2365,보건 위생 및 환경 검사원,2362,보건위생 및 환경 검사원
7,JOB,2366,비파괴 검사원,2363,비파괴 검사원
7,JOB,2371,환경공학 기술자 및 연구원,2112,자연과학 연구원
7,JOB,2371,환경공학 기술자 및 연구원,2341,환경공학 기술자 및 연구원
7,JOB,2372,가스·에너지 기술자 및 연구원,2393,가스·에너지 기술자 및 연구원
7,JOB,2373,환경공학 시험원,2133,자연과학 시험원
7,JOB,2373,환경공학 시험원,2342,환경공학 시험원
7,JOB,2374,가스 및 에너지 시험원,2395,식품·섬유 공학 및 에너지 시험원
7,JOB,2381,항공기 조종사,2371,항공기 조종사
7,JOB,43,운송 및 여가 서비스직,43,운송 및 여가 서비스직
7,JOB,44,조리 및 음식 서비스직,44,조리 및 음식서비스직
7,JOB,51,영업직,51,영업직
7,JOB,51,영업직,99,농림어업 및 기타 서비스 단순노무직
7,JOB,52,매장 판매 및 상품 대여직,52,매장 판매직
7,JOB,1350,정보 통신 관련 관리자,1350,정보통신관련 관리자
7,JOB,1390,기타 전문 서비스 관리자,1390,기타 전문서비스 관리자
7,JOB,1411,건설 및 광업 관련 관리자,1411,건설 및 광업 관련 관리자
7,JOB,1412,전기·가스 및 수도 관련 관리자,1412,전기·가스 및 수도 관련 관리자
7,JOB,1413,제품 생산 관련 관리자,1413,제품 생산관련 관리자
7,JOB,1490,기타 건설·전기 및 생산 관련 관리자,1490,기타 건설·전기 및 생산 관련 관리자
7,JOB,1511,영업 및 판매 관련 관리자,1511,영업 및 판매 관련 관리자
7,JOB,1512,운송 관련 관리자,1512,운송관련 관리자
7,JOB,1521,숙박·여행·오락 및 스포츠 관련 관리자,1521,숙박·여행·오락 및 스포츠 관련 관리자
7,JOB,1522,음식 서비스 관련 관리자,1522,음식서비스관련 관리자
7,JOB,1530,환경·청소 및 경비 관련 관리자,1530,환경·청소 및 경비 관련 관리자
7,JOB,1590,기타 판매 및 고객 서비스 관리자,1590,기타 판매 및 고객 서비스 관리자
7,JOB,2111,생명과학 연구원,2111,생명과학 연구원
7,JOB,13113,생명 및 자연과학 연구 관리자,13113,생명 및 자연 과학 연구 관리자
7,JOB,13114,공학 연구 관리자,13114,공학 연구 관리자
7,JOB,13119,그 외 연구 관리자,13119,그 외 연구 관리자
7,JOB,13121,대학교 총장 및 대학 학장,13121,대학교 총장 및 대학 학장
7,JOB,13122,중·고등학교 교장 및 교감,13122,중·고등학교 교장 및 교감
7,JOB,13123,초등학교 교장 및 교감,13123,초등학교 교장 및 교감
7,JOB,13124,유치원 원장,13124,유치원 원장
7,JOB,13129,그 외 교육 관련 관리자,13129,그 외 교육관련 관리자
7,JOB,13131,법률 관리자,13131,법률 관리자
7,JOB,13132,경찰 관리자,13132,경찰 관리자
7,JOB,13133,소방 관리자,13133,소방 관리자
7,JOB,13134,교도 관리자,13134,교도 관리자
7,JOB,13201,보험 관리자,13201,보험 관리자
7,JOB,13202,금융 관리자,13202,금융 관리자
7,JOB,13310,보건 의료 관련 관리자,13310,보건의료관련 관리자
7,JOB,13320,사회복지 관련 관리자,13320,사회복지관련 관리자
7,JOB,13401,공연·전시 예술 관련 관리자,13401,문화 및 예술 관련 관리자
7,JOB,13402,디자인 관련 관리자,13402,디자인관련 관리자
7,JOB,13403,방송·출판 및 영상 관련 관리자,13403,영상관련 관리자
7,JOB,13501,컴퓨터 하드웨어 개발 관리자,13501,컴퓨터 하드웨어개발 관리자
7,JOB,13502,컴퓨터 소프트웨어 개발 관리자,13502,컴퓨터 소프트웨어개발 관리자
7,JOB,13503,컴퓨터 운영 관리자,13503,컴퓨터 운영 관리자
7,JOB,853,자동 조립라인 및 산업용로봇 조작원,853,자동조립라인 및 산업용 로봇 조작원
7,JOB,854,운송차량 및 기계 관련 조립원,854,운송차량 및 기계 관련 조립원
7,JOB,855,금속기계 부품 조립원,855,금속기계부품 조립원
7,JOB,861,발전 및 배전장치 조작원,861,발전 및 배전장치 조작원
7,JOB,862,전기 및 전자설비 조작원,862,전기 및 전자 설비 조작원
7,JOB,863,전기·전자 부품 및 제품 제조 장치 조작원,863,전기·전자 부품 및 제품 제조장치 조작원
7,JOB,864,전기·전자 부품 및 제품 조립원,864,전기·전자 부품 및 제품 조립원
7,JOB,871,철도 및 전동차 기관사,871,철도 및 전동차 기관사
7,JOB,872,철도운송 관련 종사자,872,화물열차 차장 및 관련 종사원
7,JOB,873,자동차 운전원,873,자동차 운전원
7,JOB,8542,자동차 부품 조립원,8542,자동차 부분품 조립원
7,JOB,8543,운송장비 조립원,8543,운송장비 조립원
7,JOB,7301,목제품 제조 관련 종사원,7301,목제품 제조관련 종사원
7,JOB,7302,가구 제조 및 수리원,7302,가구 제조 및 수리원
7,JOB,7303,악기 제조 및 조율사,7303,악기제조 및 조율사
7,JOB,7304,간판 제작 및 설치원,7304,간판 제작 및 설치원
7,JOB,7411,금형원,7411,금형원
7,JOB,7412,주조원,7412,주조원
7,JOB,7413,단조원,7413,단조원
7,JOB,7421,제관원,7421,제관원
7,JOB,7422,판금원,7422,판금원
7,JOB,7430,용접원,7430,용접원
7,JOB,7510,자동차 정비원,7510,자동차 정비원
7,JOB,421,돌봄 및 보건 서비스 종사자,421,의료·복지 관련 서비스 종사자
7,JOB,422,미용 관련 서비스 종사자,422,이·미용 및 관련 서비스 종사자
7,JOB,423,혼례 및 장례 종사자,423,혼례 및 장례 종사자
7,JOB,429,기타 돌봄·보건 및 개인 생활 서비스 종사자,289,매니저 및 기타 문화·예술 관련 종사자
7,JOB,429,기타 돌봄·보건 및 개인 생활 서비스 종사자,421,의료·복지 관련 서비스 종사자
7,JOB,429,기타 돌봄·보건 및 개인 생활 서비스 종사자,422,이·미용 및 관련 서비스 종사자
7,JOB,429,기타 돌봄·보건 및 개인 생활 서비스 종사자,429,기타 이미용·예식 및 의료보조 서비스 종사자
7,JOB,431,운송 서비스 종사자,431,운송 서비스 종사자
7,JOB,432,여가 서비스 종사자,392,여행·안내 및 접수 사무원
7,JOB,432,여가 서비스 종사자,432,여가 및 스포츠 관련 종사자
7,JOB,441,조리사,441,주방장 및 조리사
7,JOB,442,식음료 서비스 종사자,442,음식서비스 종사자
7,JOB,510,영업 종사자,510,영업종사자
7,JOB,510,영업 종사자,999,기타 서비스관련 단순 종사원
7,JOB,521,매장 판매 종사자,521,매장 판매 종사자
7,JOB,522,상품 대여 종사자,522,상품 대여 종사자
7,JOB,27,경영·금융전문가 및 관련직,28,문화·예술·스포츠 전문가 및 관련직
7,JOB,28,문화·예술·스포츠 전문가 및 관련직,27,경영·금융전문가 및 관련직
7,JOB,28,문화·예술·스포츠 전문가 및 관련직,28,문화·예술·스포츠 전문가 및 관련직
7,JOB,28,문화·예술·스포츠 전문가 및 관련직,44,조리 및 음식서비스직
7,JOB,31,경영 및 회계 관련 사무직,31,경영 및 회계 관련 사무직
7,JOB,32,금융 사무직,32,금융 및 보험 사무직
7,JOB,32,금융 사무직,99,농림어업 및 기타 서비스 단순노무직
7,JOB,771,정보 통신기기 설치 및 수리원,761,전기 및 전자기기 설치 및 수리원
7,JOB,772,방송·통신장비 관련 설치 및 수리원,780,영상 및 통신 장비 관련 설치 및 수리원
7,JOB,781,건설구조 관련 기능 종사자,771,건설구조관련 기능 종사자
7,JOB,782,건설 관련 기능 종사자,772,건설관련 기능 종사자
7,JOB,783,건축 마감 관련 기능 종사자,773,건축마감관련 기능 종사자
7,JOB,784,채굴 및 토목 관련 기능 종사자,774,채굴 및 토목 관련 기능 종사자
7,JOB,8212,표백 및 염색 관련 기계 조작원,8212,표백 및 염색 관련 조작원
7,JOB,8221,직조기 및 편직기 조작원,8221,직조기 및 편직기 조작원
7,JOB,8222,신발 제조기 조작원 및 조립원,8222,신발제조기 조작원 및 조립원
7,JOB,8229,기타 직물·신발 관련 기계 조작원 및 조립원,8229,기타직물 및 신발관련 기계조작원 및 조립원
7,JOB,8230,세탁 관련 기계 조작원,8230,세탁관련 기계조작원
7,JOB,8311,석유 및 천연가스 제조 관련 제어 장치 조작원,8311,석유 및 천연가스제조 관련 제어장치 조작원
7,JOB,8312,화학물 가공 장치 조작원,8312,화학물 가공장치 조작원
7,JOB,8319,기타 석유 및 화학물 가공 장치 조작원,8319,기타 석유 및 화학물 가공장치 조작원
7,JOB,8321,화학제품 생산기 조작원,8321,화학제품 생산기 조작원
7,JOB,8322,타이어 및 고무제품 생산기 조작원,8322,타이어 및 고무제품 생산기 조작원
7,JOB,8323,플라스틱제품 생산기 조작원,8323,플라스틱제품 생산기 조작원
7,JOB,8324,고무 및 플라스틱제품 조립원,8324,고무 및 플라스틱 제품 조립원
7,JOB,8411,주조기 조작원,8411,주조기 조작원
7,JOB,8412,단조기 조작원,8412,단조기 조작원
7,JOB,8413,용접기 조작원,8413,용접기 조작원
7,JOB,8414,금속가공 관련 제어 장치 조작원,8414,금속가공관련 제어장치 조작원
7,JOB,8415,금속가공 기계 조작원,8415,금속가공 기계조작원
7,JOB,8416,제관기 조작원,8416,제관기 조작원
7,JOB,8417,판금기 조작원,8417,판금기 조작원
7,JOB,7619,기타 전기·전자기기 설치 및 수리원,7619,기타 전기·전자기기 설치 및 수리원
7,JOB,7621,산업 전기공,7621,산업전공
7,JOB,7622,내선 전기공,7622,내선전공
7,JOB,7623,외선 전기공,7623,외선전공
7,JOB,7711,컴퓨터 설치 및 수리원,7611,PC 및 사무기기 설치 및 수리원
7,JOB,4123,시설 및 특수 경비원,4129,기타 경호 및 보안 관련 종사원
7,JOB,4123,시설 및 특수 경비원,9421,경비원
7,JOB,4129,기타 경호 및 보안 관련 종사원,4129,기타 경호 및 보안 관련 종사원
7,JOB,4211,돌봄 서비스 종사원,4211,간병인
7,JOB,4211,돌봄 서비스 종사원,4219,기타 의료·복지 관련 서비스 종사원
7,JOB,88209,그 외 재활용 처리 및 소각로 조작원,88209,그 외 재활용 처리 및 소각로 조작원
7,JOB,89111,제재기 조작원,89111,제재기 조작원
7,JOB,89112,목재처리기 조작원,89112,목재처리기 조작원
7,JOB,89113,합판생산기 조작원,89113,합판생산기 조작원
7,JOB,89119,그 외 목재가공 관련 기계 조작원,89119,그 외 목재 가공관련 기계조작원
7,JOB,89120,가구 조립원,89120,가구조립원
7,JOB,22312,데이터 분석가,22241,데이터베이스 설계·분석가
7,JOB,22313,데이터 관리 및 운영자,22243,데이터베이스 관리자
7,JOB,22320,네트워크 시스템 개발자,22250,네트워크시스템 개발자
7,JOB,22330,정보 보안 전문가,22260,컴퓨터 보안 전문가
7,JOB,22390,그 외 데이터 및 네트워크 관련 전문가,22260,컴퓨터 보안 전문가
7,JOB,22410,정보 시스템 운영자,22300,정보 시스템 운영자
7,JOB,22420,웹 운영자,22281,웹마스터
7,JOB,22501,통신장비 기사,22401,통신장비 기사
7,JOB,22502,방송 송출 장비 기사,22402,방송송출장비 기사
7,JOB,23110,건축가,23111,건축가
7,JOB,23121,건축구조 기술자,23113,건축구조설계 기술자
7,JOB,791,공예 및 귀금속 세공원,791,공예 및 귀금속 세공원
7,JOB,792,배관공,792,배관공
7,JOB,799,기타 기능 관련 종사자,799,기타 기능관련 종사자
7,JOB,811,식품가공 관련 기계 조작원,811,식품가공관련 기계조작원
7,JOB,812,음료 제조 관련 기계 조작원,812,음료 제조관련 기계조작원
7,JOB,819,기타 식품가공 관련 기계 조작원,812,음료 제조관련 기계조작원
7,JOB,819,기타 식품가공 관련 기계 조작원,819,기타 식품가공관련 기계조작원
7,JOB,821,섬유 제조 및 가공기계 조작원,821,섬유제조 및 가공 기계조작원
7,JOB,822,직물·신발 관련 기계 조작원 및 조립원,822,직물 및 신발 관련 기계조작원 및 조립원
7,JOB,21222,경제학 연구원,21222,경제학 연구원
7,JOB,25919,그 외 교육 전문가,25919,그 외 교육 전문가
7,JOB,25920,대학 교육 조교,25920,대학 교육조교
7,JOB,25990,그 외 교사,25999,그 외 교사
7,JOB,26111,판사,26111,판사
7,JOB,26112,검사,26112,검사
7,JOB,26120,변호사,26120,변호사
7,JOB,26131,법무사,26131,법무사
7,JOB,7222,양장 및 양복 제조원,7222,양장 및 양복 제조원
7,JOB,7223,모피 및 가죽 의복 제조원,7223,모피 및 가죽의복 제조원
7,JOB,7611,사무용 전자기기 설치 및 수리원,7611,PC 및 사무기기 설치 및 수리원
7,JOB,7612,가전제품 설치 및 수리원,7612,가전제품 설치 및 수리원
7,JOB,27299,그 외 금융 및 보험 관련 전문가,27299,그 외 금융 및 보험 관련 전문가
7,JOB,27311,상품 기획자,27311,상품 기획자
7,JOB,27312,마케팅 전문가,27312,마케팅 전문가
7,JOB,27320,여행 상품 개발자,27320,여행상품 개발자
7,JOB,27331,광고 전문가,27331,광고 전문가
7,JOB,27331,광고 전문가,28113,광고문 작성가
7,JOB,27332,홍보 전문가,27332,홍보 전문가
7,JOB,27340,조사 전문가,27340,조사 전문가
7,JOB,27351,이벤트 전문가,27351,이벤트 전문가
7,JOB,27352,행사 전시 기획자,27352,행사 전시 기획자
7,JOB,7824,건축 목공,7724,건축 목공
7,JOB,7825,조적공 및 석재 부설원,7725,조적공 및 석재 부설원
7,JOB,7829,기타 건설 관련 기능 종사원,7729,기타 건설관련 기능 종사원
7,JOB,7831,미장공,7731,미장공
7,JOB,7832,방수공,7732,방수공
7,JOB,7833,단열공,7733,단열공
7,JOB,7834,바닥재 시공원,7734,바닥재 시공원
7,JOB,7835,도배공 및 유리 부착원,7735,도배공 및 유리 부착원
7,JOB,7836,건축 도장공,7736,건축 도장공
7,JOB,7224,의복·가죽 및 모피 수선원,7224,의복·가죽 및 모피 수선원
7,JOB,7229,기타 의복 제조 관련 기능 종사원,7229,기타 의복 제조원
7,JOB,5,판매 종사자,9,단순노무 종사자
7,JOB,6,농림·어업 숙련 종사자,6,농림어업 숙련 종사자
7,JOB,7,기능원 및 관련 기능 종사자,7,기능원 및 관련 기능 종사자
7,JOB,8,장치·기계 조작 및 조립 종사자,8,장치·기계 조작 및 조립 종사자
7,JOB,27241,증권 중개인,27241,증권 중개인
7,JOB,27242,선물거래 중개인,27242,선물거래 중개인
7,JOB,27243,외환 딜러,27243,외환 딜러
7,JOB,27250,손해 사정사,27250,손해사정인
7,JOB,27291,투자 인수 심사원,27291,투자인수 심사원
7,JOB,27292,보험 인수 심사원,27292,보험인수 심사원
7,JOB,27293,투자신탁 전문가,27293,투자신탁 관리인
7,JOB,25411,국어 강사,25411,국어 강사
7,JOB,25412,수학 강사,25412,수학 강사
7,JOB,25413,사회 강사,25413,사회 강사
7,JOB,25414,과학 강사,25414,과학 강사
7,JOB,25415,외국어 강사,25415,외국어 강사
7,JOB,25419,그 외 문리 및 어학 강사,25419,그 외 문리 및 어학 강사
7,JOB,25420,컴퓨터 강사,25420,컴퓨터 강사
7,JOB,25431,디자인 강사,25431,디자인 강사
7,JOB,25432,이·미용 강사,25432,이미용 강사
7,JOB,25433,자동차 운전 강사,25433,자동차운전 강사
7,JOB,25434,요리 강사,25434,요리 강사
7,JOB,25439,그 외 기술 및 기능계 강사,25439,그 외 기술 및 기능계 강사
7,JOB,25441,음악 강사,25441,음악 강사
7,JOB,25442,미술 강사,25442,미술 강사
7,JOB,25443,무용 강사,25443,무용 강사
7,JOB,25449,그 외 예능 강사,25449,그 외 예능 강사
7,JOB,25451,학습지 방문강사,25451,학습지 교사
7,JOB,25452,교육 교구 방문강사,25459,그 외 방문교사
7,JOB,25491,교육 연수 기관 강사,25491,교육연수기관 강사
7,JOB,25492,기업체 직무 훈련 강사,25492,기업체 직무훈련 강사
7,JOB,25499,그 외 문리·기술 및 예능 강사,25499,그 외 문리·기술 및 예능 강사
7,JOB,25911,장학관 및 장학사,25911,장학관 및 장학사
7,JOB,25912,교육 연구관 및 교육 연구사,25912,교육 연구관 및 교육 연구사
7,JOB,25913,입학 사정관,25919,그 외 교육 전문가
7,JOB,3125,무역 사무원,3125,무역 사무원
7,JOB,3126,운송 사무원,3126,운송 사무원
7,JOB,3127,총무 사무원 및 대학 행정조교,3127,총무 사무원
7,JOB,3131,회계 사무원,3131,회계 사무원
7,JOB,3132,경리 사무원,3132,경리 사무원
7,JOB,3141,비서,3141,비서
7,JOB,3142,전산 자료 입력원 및 사무 보조원,3142,전산 자료 입력원 및 사무 보조원
7,JOB,3201,출납 창구 사무원,3201,출납창구 사무원
7,JOB,3202,보험 심사원 및 사무원,3202,보험 심사원 및 사무원
7,JOB,3203,은행 사무원,3203,금융관련 사무원
7,JOB,3204,증권 사무원,3203,금융관련 사무원
7,JOB,3205,수금원 및 신용 추심원,3204,신용 추심원
7,JOB,3205,수금원 및 신용 추심원,9922,수금원
7,JOB,3209,기타 금융 사무원,3203,금융관련 사무원
7,JOB,3301,법률 관련 사무원,3301,법률관련 사무원
7,JOB,3302,감사 사무원,3302,감사 사무원
7,JOB,3910,통계 관련 사무원,3910,통계관련 사무원
7,JOB,3921,여행 사무원,3921,여행 사무원
7,JOB,3922,안내·접수원 및 전화교환원,3922,안내 · 접수 사무원 및 전화교환원
7,JOB,3991,고객 상담 및 모니터 요원,3142,전산 자료 입력원 및 사무 보조원
7,JOB,3991,고객 상담 및 모니터 요원,3991,고객 상담 및 모니터 요원
7,JOB,3999,기타 사무원,2473,직업상담사 및 취업 알선원
7,JOB,3999,기타 사무원,3999,기타 사무원
7,JOB,4111,경찰관 및 수사관,4111,경찰관
7,JOB,4112,소방관,4112,소방관
7,JOB,4113,소년원 학교 교사 및 교도관,4113,소년보호관 및 교도관
7,JOB,4121,경호원,4121,경호원
7,JOB,4122,청원경찰,4122,청원 경찰
7,JOB,4123,시설 및 특수 경비원,4123,무인 경비원
7,JOB,27151,경영 컨설턴트,27151,경영 컨설턴트
7,JOB,27152,기업 인수 및 합병 전문가,27152,기업 인수·합병 전문가
7,JOB,27153,품질 인증 심사 전문가,27153,품질인증 심사 전문가
7,JOB,27159,그 외 경영 및 진단 전문가,27159,그 외 경영 및 진단 전문가
7,JOB,27211,투자 및 증권 분석가,27211,투자 및 증권 분석가
7,JOB,27212,신용 분석가,27212,신용 분석가
7,JOB,27221,금융자산 운용가,27221,금융 자산 운용가
7,JOB,27229,그 외 자산 운용가,27229,그 외 자산 운용가
7,JOB,27231,보험 상품 개발자,27231,보험상품 개발자
7,JOB,27232,금융 상품 개발자,27232,금융상품 개발자
7,JOB,25214,과학 교사,25214,과학 교사
7,JOB,25215,예체능 교사,25215,예·체능 교사
7,JOB,25216,실업 교사,25216,실업 교사
7,JOB,25217,외국어 교사,25217,외국어 교사
7,JOB,25219,그 외 중·고등학교 교사,25211,국어 교사
7,JOB,25219,그 외 중·고등학교 교사,25219,그 외 중·고등학교 교사
7,JOB,25220,초등학교 교사,25220,초등학교 교사
7,JOB,25231,시각장애인 특수교육 교사,25231,시각장애 교사
7,JOB,25232,청각장애인 특수교육 교사,25232,청각장애 교사
7,JOB,25239,그 외 특수교육 교사,25239,그 외 특수교육 교사
7,JOB,25300,유치원 교사,25300,유치원 교사
7,JOB,21223,경영학 연구원,21223,경영학 연구원
7,JOB,21224,사회학 연구원,21224,사회학 연구원
7,JOB,21225,사회복지학 연구원,21225,사회복지학 연구원
7,JOB,21226,언론학 연구원,21226,언론학 연구원
7,JOB,21229,그 외 사회과학 연구원,21229,그 외 사회과학 연구원
7,JOB,21311,생물학 시험원,21311,생물학 시험원
7,JOB,21311,생물학 시험원,21334,환경 및 해양과학 시험원
7,JOB,21312,의료과학 시험원,21312,의료과학 시험원
7,JOB,21319,그 외 생명과학 시험원,21319,그 외 생명과학 시험원
7,JOB,21321,농업 시험원,21321,농업 시험원
7,JOB,21322,임업 시험원,21322,임업 시험원
7,JOB,21323,어업 시험원,21323,어업 시험원
7,JOB,21331,물리학 시험원,21331,물리학 시험원
7,JOB,21332,화학 시험원,21332,화학 시험원
7,JOB,21333,지구 및 기상 과학 시험원,21333,천문 및 기상학 시험원
7,JOB,21333,지구 및 기상 과학 시험원,21334,환경 및 해양과학 시험원
7,JOB,21334,천문 및 우주 과학 시험원,21333,천문 및 기상학 시험원
7,JOB,21339,그 외 자연과학 시험원,21339,그 외 자연과학 시험원
7,JOB,22110,컴퓨터 하드웨어 기술자 및 연구원,22110,컴퓨터 하드웨어 기술자 및 연구원
7,JOB,22121,통신기기 기술자 및 연구원,22121,통신기기 기술자 및 연구원
7,JOB,22122,통신장비 기술자 및 연구원,22122,통신장비 기술자 및 연구원
7,JOB,22123,통신기술 기술자 및 연구원,22123,통신기술 기술자 및 연구원
7,JOB,22124,통신망 운영 기술자 및 연구원,22124,통신망운영 기술자 및 연구원
7,JOB,22129,그 외 통신공학 기술자 및 연구원,22129,그 외 통신공학 기술자 및 연구원
7,JOB,22211,정보 통신 컨설턴트,22211,정보통신 컨설턴트
7,JOB,22212,컴퓨터 시스템 감리 전문가,22212,컴퓨터시스템 감리 전문가
7,JOB,22213,컴퓨터 시스템 설계 및 분석가,22213,컴퓨터시스템 설계·분석가
7,JOB,22221,시스템 소프트웨어 설계 및 분석가,22221,시스템 소프트웨어 설계·분석가
7,JOB,22222,시스템 소프트웨어 프로그래머,22222,시스템 소프트웨어 프로그래머
7,JOB,22231,범용 소프트웨어 프로그래머,22231,응용 소프트웨어 설계·분석가
7,JOB,22232,산업 특화 소프트웨어 프로그래머,22231,응용 소프트웨어 설계·분석가
7,JOB,22233,모바일 애플리케이션 프로그래머,22231,응용 소프트웨어 설계·분석가
7,JOB,22234,게임 프로그래머,22232,게임 프로그래머
7,JOB,22235,네트워크 프로그래머,22233,네트워크 프로그래머
7,JOB,22239,그 외 응용 소프트웨어 프로그래머,22239,그 외 응용소프트웨어 프로그래머
7,JOB,22241,웹 프로그래머,22282,웹엔지니어 및 웹프로그래머
7,JOB,22242,웹 기획자,22271,웹기획자
7,JOB,22242,웹 기획자,22272,멀티미디어 기획자
7,JOB,22290,그 외 컴퓨터 시스템 및 소프트웨어 전문가,22239,그 외 응용소프트웨어 프로그래머
7,JOB,22311,데이터 설계 및 프로그래머,22241,데이터베이스 설계·분석가
7,JOB,22311,데이터 설계 및 프로그래머,22242,데이터베이스 프로그래머
7,JOB,99104,산불 감시원,99104,산불 감시원
7,JOB,5,판매 종사자,5,판매 종사자
7,JOB,28546,활자 디자이너,28546,활자 디자이너
7,JOB,28549,그 외 시각 디자이너,28549,그 외 시각 디자이너
7,JOB,28551,웹 디자이너,28551,웹 디자이너
7,JOB,28552,멀티미디어 디자이너,28552,멀티미디어 디자이너
7,JOB,28553,게임 그래픽 디자이너,28553,게임그래픽 디자이너
7,JOB,28554,사용자 경험 및 인터페이스 디자이너,28551,웹 디자이너
7,JOB,28554,사용자 경험 및 인터페이스 디자이너,28552,멀티미디어 디자이너
7,JOB,28554,사용자 경험 및 인터페이스 디자이너,28553,게임그래픽 디자이너
7,JOB,41111,해양 경찰관 및 수사관,41111,해양 경찰관
7,JOB,28559,그 외 미디어 콘텐츠 디자이너,28551,웹 디자이너
7,JOB,28559,그 외 미디어 콘텐츠 디자이너,28552,멀티미디어 디자이너
7,JOB,28559,그 외 미디어 콘텐츠 디자이너,28553,게임그래픽 디자이너
7,JOB,28611,스포츠 감독,28611,경기감독
7,JOB,28612,스포츠 코치,28612,코치
7,JOB,28620,직업 운동선수,28620,직업 운동선수
7,JOB,28620,직업 운동선수,28691,바둑기사
7,JOB,28620,직업 운동선수,28692,프로게이머
7,JOB,28631,경기 심판,28631,경기심판
7,JOB,28632,경기 기록원,28632,경기기록원
7,JOB,28691,스포츠 강사 및 트레이너,28641,스포츠 강사 및 트레이너
7,JOB,28692,레크리에이션 전문가,28642,레크레이션 기획가 및 강사
